AverageMonthlyHours,Department,EmployeeId,LastEvaluation,Left,NumberProject,Promotion,SalaryType,SatisfactoryLevel,TimeSpent,WorkAccident
266,sales,1000473,0.85,1,5,0,low,0.89,5,0
149,sales,1000474,0.56,1,2,0,low,0.42,3,0
242,sales,1000475,1,1,5,0,low,0.87,5,0
134,sales,1000476,0.57,1,2,0,low,0.45,3,0
271,sales,1000477,0.87,1,5,0,low,0.11,4,0
275,sales,1000478,0.79,1,6,0,low,0.09,4,0
227,sales,1000479,0.83,1,5,0,low,0.76,5,0
277,sales,1000480,0.96,1,7,0,low,0.11,5,0
151,sales,1000481,0.49,1,2,0,low,0.37,3,0
274,sales,1000482,0.79,1,6,0,low,0.1,4,0
242,sales,1000483,0.87,1,4,0,low,0.77,6,0
143,sales,1000484,0.54,1,2,0,low,0.42,3,1
145,sales,1000485,0.52,1,2,0,low,0.38,3,0
172,sales,1000486,0.95,1,5,0,low,0.32,2,0
135,accounting,1000487,0.49,1,2,0,low,0.38,3,0
192,accounting,1000488,1,1,4,0,low,0.19,4,0
276,accounting,1000489,0.83,1,7,0,low,0.1,4,0
206,hr,1000490,0.88,1,4,0,medium,0.76,4,0
281,hr,1000491,0.56,1,4,0,medium,0.53,6,0
151,hr,1000492,0.51,1,2,0,medium,0.39,3,0
244,hr,1000493,0.83,1,6,0,medium,0.11,4,0
309,technical,1000494,0.94,1,6,0,medium,0.1,4,0
218,technical,1000495,1,1,5,0,medium,0.84,5,0
263,technical,1000496,0.99,1,4,0,medium,0.82,6,0
244,technical,1000497,0.82,1,6,0,medium,0.1,4,0
263,technical,1000498,0.49,1,7,0,medium,0.59,4,0
143,technical,1000499,0.48,1,2,0,medium,0.44,3,0
181,technical,1000500,0.95,1,2,0,medium,0.89,5,0
265,technical,1000501,0.84,1,5,0,medium,0.91,5,0
161,technical,1000502,0.57,1,5,0,high,0.66,5,0
282,technical,1000503,0.87,1,7,0,low,0.11,5,0
155,technical,1000504,0.51,1,2,0,medium,0.43,3,0
217,support,1000505,0.83,1,4,0,medium,0.78,6,0
289,support,1000506,0.97,1,6,0,medium,0.11,5,0
259,support,1000507,0.98,1,4,0,medium,0.83,5,0
158,support,1000508,0.54,1,2,0,low,0.39,3,0
158,support,1000509,0.55,1,2,0,low,0.38,3,0
155,support,1000510,0.57,1,2,0,low,0.37,3,0
146,support,1000511,0.48,1,2,0,low,0.44,3,0
164,support,1000512,0.85,1,2,0,low,0.53,5,0
259,support,1000513,0.96,1,6,0,low,0.09,4,0
293,support,1000514,0.89,1,6,0,low,0.11,4,0
275,support,1000515,0.96,1,5,0,low,0.83,5,0
219,technical,1000516,1,1,5,0,low,0.88,6,1
247,technical,1000517,0.89,1,6,0,low,0.1,4,0
309,technical,1000518,0.86,1,7,0,low,0.09,4,0
151,management,1000519,0.54,1,2,0,low,0.44,3,0
129,IT,1000520,0.51,1,2,0,low,0.39,3,0
274,IT,1000521,0.94,1,4,0,low,0.87,5,0
233,IT,1000522,0.99,1,4,0,low,0.74,5,0
289,IT,1000523,0.95,1,7,0,low,0.1,4,0
239,IT,1000524,0.82,1,4,0,low,0.74,6,0
221,product_mng,1000525,0.99,1,5,0,low,0.75,5,0
150,product_mng,1000526,0.56,1,2,0,low,0.41,3,0
144,product_mng,1000527,0.45,1,2,0,low,0.41,3,1
289,product_mng,1000528,0.9,1,7,0,low,0.09,4,0
301,IT,1000529,0.8,1,6,0,medium,0.09,5,0
145,accounting,1000530,0.57,1,2,0,medium,0.39,3,0
137,accounting,1000531,0.56,1,2,0,medium,0.4,3,0
131,hr,1000532,0.54,1,2,0,medium,0.37,3,1
246,hr,1000533,0.84,1,6,0,medium,0.1,4,0
136,hr,1000534,0.51,1,2,0,medium,0.43,3,0
240,marketing,1000535,0.85,1,5,0,medium,0.75,6,1
156,sales,1000536,0.56,1,2,0,medium,0.37,3,0
305,accounting,1000537,0.85,1,6,0,medium,0.11,4,0
154,support,1000538,0.45,1,2,0,medium,0.45,3,1
261,technical,1000539,1,1,5,0,medium,0.87,5,1
244,management,1000540,0.94,1,7,0,medium,0.11,4,0
129,marketing,1000541,0.54,1,2,0,high,0.45,3,0
254,marketing,1000542,0.87,1,4,0,low,0.81,5,0
236,marketing,1000543,0.91,1,5,0,medium,0.77,5,0
237,sales,1000544,0.92,1,5,0,medium,0.89,5,0
135,sales,1000545,0.49,1,2,0,medium,0.43,3,0
236,sales,1000546,1,1,5,0,medium,0.78,5,0
149,sales,1000547,0.47,1,2,0,low,0.37,3,0
141,sales,1000548,0.5,1,2,0,low,0.37,3,0
270,sales,1000549,0.82,1,4,0,low,0.85,5,0
138,sales,1000550,0.47,1,2,0,low,0.41,3,0
298,sales,1000551,0.96,1,6,0,low,0.11,4,0
254,sales,1000552,0.99,1,5,0,low,0.75,5,0
248,sales,1000553,0.85,1,5,0,low,0.82,5,0
257,sales,1000554,1,1,5,0,low,0.79,6,0
150,sales,1000555,0.53,1,2,0,low,0.43,3,0
281,sales,1000556,0.9,1,7,0,low,0.1,4,0
141,sales,1000557,0.48,1,2,0,low,0.46,3,1
157,sales,1000558,0.57,1,2,0,low,0.43,3,0
136,sales,1000559,0.55,1,2,0,low,0.43,3,0
296,sales,1000560,0.8,1,7,0,low,0.11,4,0
279,sales,1000561,0.86,1,6,0,low,0.09,4,0
131,sales,1000562,0.53,1,2,0,low,0.37,3,0
160,accounting,1000563,0.57,1,2,0,low,0.4,3,0
291,accounting,1000564,0.77,1,7,0,low,0.1,4,0
157,accounting,1000565,0.53,1,2,0,low,0.41,3,0
294,hr,1000566,0.58,1,3,0,low,0.79,4,0
310,hr,1000567,0.79,1,7,0,low,0.11,4,0
282,hr,1000568,0.97,1,6,0,medium,0.1,4,0
134,hr,1000569,0.51,1,2,0,medium,0.44,3,0
214,technical,1000570,0.46,1,4,0,medium,0.25,4,0
137,technical,1000571,0.52,1,2,0,medium,0.44,3,0
252,technical,1000572,1,1,4,0,medium,0.73,5,0
243,technical,1000573,0.97,1,5,0,medium,0.75,6,0
148,technical,1000574,0.47,1,2,0,medium,0.36,3,0
151,technical,1000575,0.49,1,2,0,medium,0.37,3,0
129,technical,1000576,0.49,1,2,0,medium,0.39,3,0
198,technical,1000577,0.78,1,2,0,medium,0.48,2,0
275,technical,1000578,0.72,1,4,0,medium,0.57,6,0
243,technical,1000579,0.96,1,5,0,medium,0.9,5,0
159,technical,1000580,0.55,1,2,0,high,0.39,3,0
145,support,1000581,0.51,1,2,0,low,0.44,3,0
242,support,1000582,0.88,1,5,0,medium,0.81,5,0
242,support,1000583,0.87,1,5,0,medium,0.74,5,0
145,support,1000584,0.56,1,2,0,medium,0.44,3,0
154,support,1000585,0.56,1,2,1,medium,0.41,3,0
139,support,1000586,0.51,1,2,0,low,0.4,3,0
152,support,1000587,0.57,1,2,0,low,0.46,3,0
211,support,1000588,0.83,1,2,0,low,0.8,3,0
258,support,1000589,0.9,1,5,0,low,0.87,5,0
155,support,1000590,0.54,1,2,0,low,0.39,3,0
148,support,1000591,0.55,1,2,0,low,0.38,3,0
255,technical,1000592,0.67,1,2,0,low,0.66,3,0
264,technical,1000593,0.8,1,6,0,low,0.1,4,0
132,technical,1000594,0.54,1,2,0,low,0.37,3,0
255,management,1000595,0.77,1,6,0,low,0.1,4,0
263,IT,1000596,0.87,1,5,0,low,0.09,4,0
222,IT,1000597,0.84,1,5,0,low,0.86,5,0
263,IT,1000598,0.9,1,6,0,low,0.11,4,0
157,IT,1000599,0.46,1,2,0,low,0.37,3,0
307,IT,1000600,0.92,1,7,0,low,0.11,4,0
259,product_mng,1000601,0.98,1,5,0,low,0.77,6,0
222,product_mng,1000602,0.94,1,5,0,low,0.84,6,0
250,product_mng,1000603,0.84,1,7,0,low,0.1,4,0
245,product_mng,1000604,0.9,1,5,0,low,0.83,5,0
292,IT,1000605,0.79,1,6,0,low,0.11,4,0
252,RandD,1000606,0.92,1,5,0,low,0.86,5,0
161,RandD,1000607,0.56,1,2,0,medium,0.38,3,0
250,RandD,1000608,0.88,1,5,0,medium,0.11,4,0
134,RandD,1000609,0.49,1,2,0,medium,0.45,3,0
279,RandD,1000610,0.85,1,7,0,medium,0.1,4,0
256,marketing,1000611,0.95,1,7,0,medium,0.09,4,0
127,sales,1000612,0.53,1,2,0,medium,0.39,3,0
138,accounting,1000613,0.47,1,2,0,medium,0.37,3,1
243,support,1000614,0.97,1,5,0,medium,0.81,5,0
296,technical,1000615,0.9,1,7,0,medium,0.09,4,0
267,management,1000616,0.88,1,7,0,medium,0.1,4,0
144,marketing,1000617,0.49,1,2,0,medium,0.39,3,0
251,marketing,1000618,0.95,1,4,0,medium,0.83,5,0
148,marketing,1000619,0.57,1,2,0,high,0.45,3,0
141,sales,1000620,0.51,1,2,0,low,0.43,3,0
268,sales,1000621,0.75,1,3,0,medium,0.8,2,0
247,sales,1000622,0.86,1,6,0,medium,0.1,4,0
247,sales,1000623,0.55,1,2,0,medium,0.1,4,0
146,sales,1000624,0.52,1,2,0,medium,0.36,3,0
140,sales,1000625,0.5,1,2,0,low,0.38,3,0
263,sales,1000626,0.98,1,5,0,low,0.78,6,0
145,sales,1000627,0.49,1,2,0,low,0.44,3,0
156,sales,1000628,0.46,1,2,0,low,0.41,3,1
244,sales,1000629,0.85,1,5,0,low,0.72,6,0
144,sales,1000630,0.54,1,2,0,low,0.46,3,0
286,sales,1000631,0.9,1,7,0,low,0.1,4,0
141,sales,1000632,0.67,1,4,0,low,0.34,2,0
260,sales,1000633,0.89,1,6,0,low,0.11,5,0
154,sales,1000634,0.56,1,2,0,low,0.38,3,0
225,sales,1000635,0.92,1,5,0,low,0.82,5,0
127,sales,1000636,0.57,1,2,0,low,0.39,3,0
140,sales,1000637,0.53,1,2,0,low,0.44,3,0
147,sales,1000638,0.52,1,2,0,low,0.43,3,0
227,accounting,1000639,0.83,1,4,0,low,0.84,5,0
153,accounting,1000640,0.48,1,2,0,low,0.43,3,0
128,accounting,1000641,0.52,1,2,0,low,0.37,3,0
228,hr,1000642,0.97,1,4,0,low,0.74,5,0
235,hr,1000643,0.97,1,5,0,low,0.73,5,0
148,hr,1000644,0.47,1,2,0,low,0.37,3,0
238,hr,1000645,0.62,1,4,0,low,0.58,3,0
141,technical,1000646,0.54,1,2,0,medium,0.4,3,0
249,technical,1000647,0.83,1,5,0,medium,0.51,4,0
151,technical,1000648,0.5,1,2,0,medium,0.46,3,0
129,technical,1000649,0.54,1,2,0,medium,0.45,3,0
156,technical,1000650,0.5,1,2,0,medium,0.46,3,0
134,technical,1000651,0.45,1,2,0,medium,0.39,3,0
269,technical,1000652,0.88,1,6,0,medium,0.09,4,0
290,technical,1000653,0.77,1,6,0,medium,0.09,4,0
132,technical,1000654,0.51,1,2,0,medium,0.37,3,0
308,technical,1000655,0.89,1,7,0,medium,0.1,4,0
232,technical,1000656,1,1,4,0,medium,0.77,5,0
235,support,1000657,0.86,1,5,0,medium,0.79,5,0
130,support,1000658,0.55,1,2,0,high,0.43,3,0
146,support,1000659,0.53,1,2,0,low,0.38,3,0
221,support,1000660,0.91,1,5,0,medium,0.77,6,0
130,support,1000661,0.5,1,2,0,medium,0.44,3,0
136,support,1000662,0.46,1,2,0,medium,0.39,3,0
274,support,1000663,0.89,1,5,0,medium,0.78,6,0
256,support,1000664,0.79,1,6,0,low,0.1,5,0
276,support,1000665,0.77,1,5,0,low,0.1,4,0
267,support,1000666,0.85,1,5,0,low,0.75,5,0
213,support,1000667,0.62,1,6,0,low,0.46,3,0
274,technical,1000668,0.97,1,4,0,low,0.91,6,0
258,technical,1000669,0.92,1,6,0,low,0.1,4,0
153,technical,1000670,0.6,1,3,0,low,0.72,5,0
245,management,1000671,0.95,1,6,0,low,0.11,4,0
264,IT,1000672,0.94,1,6,0,low,0.11,4,0
154,IT,1000673,0.57,1,2,0,low,0.46,3,0
149,IT,1000674,0.46,1,2,0,low,0.37,3,0
157,IT,1000675,0.5,1,2,0,low,0.46,3,0
127,IT,1000676,0.57,1,2,0,low,0.43,3,0
270,product_mng,1000677,0.82,1,6,0,low,0.11,4,0
236,product_mng,1000678,0.89,1,5,0,low,0.73,6,0
158,product_mng,1000679,0.47,1,2,0,low,0.43,3,0
229,product_mng,1000680,1,1,5,0,low,0.86,5,0
269,IT,1000681,0.83,1,6,0,low,0.1,4,0
128,sales,1000682,0.49,1,2,0,low,0.4,3,0
278,sales,1000683,0.87,1,7,0,low,0.11,4,0
158,sales,1000684,0.98,1,3,0,low,0.86,5,0
202,sales,1000685,1,1,3,0,medium,0.42,3,0
240,sales,1000686,0.84,1,4,0,medium,0.79,5,0
255,marketing,1000687,0.96,1,7,0,medium,0.1,4,0
254,sales,1000688,0.92,1,7,0,medium,0.09,4,0
257,accounting,1000689,0.82,1,6,0,medium,0.09,4,0
228,support,1000690,1,1,4,0,medium,0.87,5,0
145,technical,1000691,0.49,1,2,0,medium,0.36,3,0
218,management,1000692,0.75,1,3,0,medium,0.42,4,0
268,marketing,1000693,0.86,1,5,0,medium,0.84,5,0
278,marketing,1000694,0.83,1,6,0,medium,0.1,4,0
249,marketing,1000695,0.71,1,3,0,medium,0.78,5,0
236,sales,1000696,0.99,1,3,0,medium,0.35,4,0
291,sales,1000697,0.81,1,7,0,high,0.1,4,0
306,sales,1000698,0.8,1,6,0,low,0.11,4,0
135,sales,1000699,0.48,1,2,0,medium,0.43,3,0
156,sales,1000700,0.45,1,2,0,medium,0.38,3,0
143,sales,1000701,0.54,1,2,0,medium,0.46,3,0
243,sales,1000702,0.82,1,4,0,medium,0.89,5,0
147,sales,1000703,0.5,1,2,0,low,0.45,3,0
159,sales,1000704,0.53,1,2,0,low,0.44,3,0
216,sales,1000705,0.54,1,5,0,low,0.74,3,0
152,sales,1000706,0.54,1,2,0,low,0.45,3,0
226,sales,1000707,0.93,1,4,0,low,0.79,5,0
271,sales,1000708,0.91,1,5,0,low,0.79,5,0
255,sales,1000709,0.87,1,6,0,low,0.11,4,0
140,sales,1000710,0.48,1,2,0,low,0.42,3,0
252,sales,1000711,0.9,1,6,0,low,0.64,2,0
159,sales,1000712,0.55,1,2,0,low,0.4,3,0
270,sales,1000713,0.98,1,5,0,low,0.84,5,0
232,sales,1000714,0.92,1,5,0,low,0.73,5,0
144,accounting,1000715,0.51,1,2,0,low,0.4,3,0
127,accounting,1000716,0.45,1,2,0,low,0.36,3,0
131,accounting,1000717,0.47,1,2,0,low,0.43,3,0
243,hr,1000718,0.78,1,6,0,low,0.11,4,0
244,hr,1000719,1,1,5,0,low,0.91,6,0
260,hr,1000720,1,1,5,0,low,0.8,5,0
139,hr,1000721,0.49,1,2,0,low,0.42,3,0
184,technical,1000722,0.87,1,4,0,low,0.31,3,0
130,technical,1000723,0.47,1,2,0,low,0.44,3,0
135,technical,1000724,0.54,1,2,0,medium,0.38,3,0
146,technical,1000725,0.56,1,2,0,medium,0.45,3,0
149,technical,1000726,0.46,1,2,0,medium,0.43,3,0
153,technical,1000727,0.46,1,2,0,medium,0.45,3,1
160,technical,1000728,0.57,1,2,0,medium,0.43,3,0
160,technical,1000729,0.49,1,2,0,medium,0.43,3,0
282,technical,1000730,0.83,1,6,0,medium,0.09,4,0
128,technical,1000731,0.47,1,2,0,medium,0.43,3,0
232,technical,1000732,0.94,1,4,0,medium,0.79,5,0
226,support,1000733,0.58,1,3,0,medium,0.85,2,0
129,support,1000734,0.45,1,2,0,medium,0.38,3,0
255,support,1000735,0.92,1,7,0,medium,0.11,4,0
258,support,1000736,0.99,1,5,0,high,0.83,5,0
229,support,1000737,0.91,1,4,0,low,0.81,5,0
143,support,1000738,0.56,1,2,0,medium,0.42,3,0
257,support,1000739,0.87,1,6,0,medium,0.11,4,0
275,support,1000740,0.85,1,7,0,medium,0.11,4,0
291,support,1000741,0.89,1,7,0,medium,0.1,4,0
153,support,1000742,0.54,1,5,0,low,0.5,4,0
154,support,1000743,0.49,1,2,0,low,0.44,3,0
301,technical,1000744,0.9,1,6,0,low,0.11,4,0
134,technical,1000745,0.52,1,2,0,low,0.39,3,0
245,technical,1000746,0.78,1,6,0,low,0.11,4,0
132,management,1000747,0.5,1,2,0,low,0.36,3,0
130,IT,1000748,0.51,1,2,0,low,0.43,3,0
127,IT,1000749,0.5,1,2,0,low,0.4,3,0
246,IT,1000750,0.84,1,4,0,low,0.86,6,0
145,IT,1000751,0.49,1,2,0,low,0.38,3,0
138,IT,1000752,0.45,1,2,1,low,0.46,3,0
129,product_mng,1000753,0.57,1,2,0,low,0.37,3,0
150,product_mng,1000754,0.52,1,2,0,low,0.43,3,0
253,product_mng,1000755,0.93,1,5,0,low,0.66,5,0
160,product_mng,1000756,0.48,1,2,0,low,0.37,3,0
235,IT,1000757,0.92,1,5,0,low,0.77,5,0
151,sales,1000758,0.55,1,2,0,low,0.38,3,0
127,sales,1000759,0.54,1,2,0,low,0.39,3,0
151,sales,1000760,0.55,1,2,0,low,0.41,3,0
290,sales,1000761,0.9,1,7,0,low,0.1,4,0
249,sales,1000762,0.93,1,6,0,low,0.09,4,0
131,marketing,1000763,0.47,1,2,0,medium,0.41,3,0
159,sales,1000764,0.46,1,2,0,medium,0.39,3,0
223,accounting,1000765,0.99,1,4,0,medium,0.83,5,0
214,support,1000766,0.87,1,3,0,medium,0.09,2,0
227,technical,1000767,0.81,1,5,0,medium,0.75,5,0
127,management,1000768,0.54,1,2,0,medium,0.44,3,0
293,marketing,1000769,0.84,1,6,0,medium,0.1,5,0
141,marketing,1000770,0.46,1,2,0,medium,0.42,3,0
300,marketing,1000771,0.83,1,6,0,medium,0.1,4,0
309,sales,1000772,0.86,1,6,0,medium,0.1,4,0
149,sales,1000773,0.77,1,4,0,medium,0.31,3,0
159,sales,1000774,0.54,1,2,0,medium,0.42,3,0
152,sales,1000775,0.5,1,2,0,high,0.38,3,0
158,sales,1000776,0.57,1,2,0,low,0.39,3,0
254,sales,1000777,0.97,1,6,0,medium,0.1,5,0
294,sales,1000778,0.93,1,6,0,medium,0.11,4,0
269,sales,1000779,0.92,1,7,0,medium,0.1,4,0
247,sales,1000780,0.9,1,7,0,medium,0.11,4,0
271,sales,1000781,0.65,1,3,0,low,0.44,4,0
232,sales,1000782,0.96,1,4,0,low,0.91,5,0
245,sales,1000783,1,1,4,0,low,0.72,5,0
132,sales,1000784,0.46,1,2,0,low,0.36,3,0
131,sales,1000785,0.57,1,2,0,low,0.44,3,0
248,sales,1000786,0.99,1,5,0,low,0.85,5,0
225,sales,1000787,0.93,1,5,0,low,0.78,5,0
156,sales,1000788,0.46,1,2,0,low,0.39,3,0
222,sales,1000789,0.81,1,3,0,low,0.78,2,0
243,sales,1000790,0.92,1,6,0,low,0.1,4,1
204,accounting,1000791,0.99,1,4,0,low,0.23,4,1
301,accounting,1000792,0.87,1,6,0,low,0.11,4,0
259,accounting,1000793,0.83,0,5,0,low,0.9,5,0
247,hr,1000794,0.89,0,4,0,low,0.91,5,0
295,hr,1000795,0.79,0,7,0,low,0.11,4,0
150,hr,1000796,0.54,0,2,0,low,0.43,3,0
151,hr,1000797,0.49,0,2,0,low,0.45,3,0
291,technical,1000798,0.91,0,5,0,low,0.11,4,0
253,technical,1000799,0.93,0,6,0,low,0.11,4,1
161,technical,1000800,0.5,0,2,0,low,0.43,3,0
251,technical,1000801,0.97,0,4,0,low,0.91,6,0
153,technical,1000802,0.55,0,2,0,medium,0.43,3,0
264,technical,1000803,0.82,0,5,0,medium,0.85,6,0
310,technical,1000804,0.77,0,6,0,medium,0.1,4,0
266,technical,1000805,0.95,0,5,0,medium,0.81,5,0
237,technical,1000806,0.62,0,4,0,medium,0.36,2,0
138,technical,1000807,0.54,0,2,0,medium,0.45,3,0
227,technical,1000808,1,0,5,0,medium,0.86,5,0
300,support,1000809,1,0,4,0,medium,0.71,5,0
310,support,1000810,0.97,0,7,0,medium,0.11,4,0
236,support,1000811,0.93,0,5,0,medium,0.84,5,0
288,support,1000812,0.97,0,7,0,medium,0.09,4,0
127,support,1000813,0.49,0,2,0,medium,0.38,3,0
139,support,1000814,0.55,0,6,0,high,0.15,4,0
253,support,1000815,0.92,0,7,0,low,0.1,4,1
218,support,1000816,0.97,0,4,0,medium,0.8,5,1
251,support,1000817,0.97,0,5,0,medium,0.84,5,0
264,support,1000818,0.87,0,6,0,medium,0.11,4,0
149,support,1000819,0.79,0,3,0,medium,0.89,2,0
138,technical,1000820,0.51,0,2,0,low,0.45,3,0
284,technical,1000821,0.93,0,7,0,low,0.11,4,0
244,technical,1000822,0.93,0,5,0,low,0.74,5,0
128,management,1000823,0.5,0,2,0,low,0.41,3,0
154,IT,1000824,0.53,0,2,0,low,0.44,3,0
138,IT,1000825,0.56,0,2,0,low,0.37,3,0
308,IT,1000826,0.86,0,6,0,low,0.11,4,0
269,IT,1000827,0.93,0,6,0,low,0.1,4,0
136,IT,1000828,0.74,0,6,0,low,0.7,3,0
160,product_mng,1000829,1,0,2,0,low,0.59,5,0
138,product_mng,1000830,0.53,0,2,0,low,0.38,3,0
220,product_mng,1000831,0.95,0,4,0,low,0.72,5,0
274,product_mng,1000832,1,0,5,0,low,0.73,5,0
161,IT,1000833,0.48,0,2,0,low,0.39,3,0
224,RandD,1000834,0.82,0,5,0,low,0.89,6,0
260,RandD,1000835,1,0,4,0,low,0.89,5,0
300,RandD,1000836,0.78,0,6,0,low,0.11,4,1
133,RandD,1000837,0.56,0,2,0,low,0.43,3,0
308,RandD,1000838,0.93,0,6,0,low,0.09,4,0
238,marketing,1000839,0.9,0,5,0,low,0.81,6,0
126,sales,1000840,0.53,0,2,0,low,0.37,3,0
138,accounting,1000841,0.56,0,2,0,medium,0.36,3,0
299,support,1000842,0.85,0,6,0,medium,0.11,4,0
254,technical,1000843,0.85,0,6,0,medium,0.1,4,0
156,management,1000844,0.47,0,7,0,medium,0.66,2,0
152,marketing,1000845,0.47,0,2,0,medium,0.39,3,0
146,marketing,1000846,0.51,0,2,0,medium,0.44,3,0
253,marketing,1000847,0.84,0,6,0,medium,0.1,4,0
227,sales,1000848,0.94,0,5,0,medium,0.79,6,0
301,sales,1000849,0.81,0,6,0,medium,0.1,4,1
294,sales,1000850,0.94,0,6,0,medium,0.54,3,0
151,sales,1000851,0.47,0,2,0,medium,0.37,3,0
128,sales,1000852,0.57,0,2,0,medium,0.37,3,0
217,sales,1000853,0.89,0,5,0,high,0.82,5,0
160,sales,1000854,0.52,0,2,0,low,0.45,3,0
263,sales,1000855,0.9,0,5,0,medium,0.79,5,0
156,sales,1000856,0.56,0,2,0,medium,0.42,3,0
273,sales,1000857,0.85,1,6,0,medium,0.1,4,0
303,sales,1000858,0.78,1,6,0,medium,0.11,4,0
253,sales,1000859,1,1,4,0,low,0.74,5,0
270,sales,1000860,0.93,1,6,0,low,0.1,4,0
218,sales,1000861,1,1,4,0,low,0.79,5,0
144,sales,1000862,0.48,1,2,0,low,0.43,3,0
154,sales,1000863,0.47,1,2,0,low,0.41,3,0
146,sales,1000864,0.55,1,2,0,low,0.39,3,0
260,sales,1000865,0.94,1,6,0,low,0.1,4,0
218,sales,1000866,0.85,1,5,0,low,0.82,5,0
128,accounting,1000867,0.46,1,2,0,low,0.41,3,0
128,accounting,1000868,0.56,1,2,0,low,0.42,3,0
248,accounting,1000869,0.88,1,4,0,low,0.74,6,0
152,hr,1000870,0.57,1,2,0,low,0.38,3,1
126,hr,1000871,0.56,1,2,0,low,0.39,3,0
260,hr,1000872,0.94,1,4,0,low,0.87,5,0
263,hr,1000873,0.9,1,5,0,low,0.1,4,0
220,technical,1000874,1,1,5,0,low,0.78,5,0
282,technical,1000875,0.73,1,7,0,low,0.14,5,0
277,technical,1000876,0.94,1,6,0,low,0.11,5,0
257,technical,1000877,0.94,1,5,0,low,0.91,5,0
265,technical,1000878,0.63,1,6,0,low,0.49,3,0
143,technical,1000879,0.47,1,2,0,low,0.38,3,0
263,technical,1000880,0.97,1,5,0,medium,0.82,5,0
154,technical,1000881,0.88,1,3,0,medium,0.38,4,0
253,technical,1000882,1,1,5,0,medium,0.89,5,0
294,technical,1000883,0.79,1,6,0,medium,0.11,4,0
128,technical,1000884,0.51,1,2,0,medium,0.37,3,0
153,support,1000885,0.5,1,2,0,medium,0.38,3,0
256,support,1000886,0.87,1,5,0,medium,0.78,5,0
127,support,1000887,0.51,1,2,0,medium,0.41,3,0
137,support,1000888,0.51,1,2,0,medium,0.41,3,0
295,support,1000889,0.83,1,6,0,medium,0.11,4,0
281,support,1000890,0.79,1,6,0,medium,0.11,4,0
131,support,1000891,0.57,1,2,0,medium,0.43,3,1
237,support,1000892,0.86,1,5,0,high,0.75,5,0
276,support,1000893,0.99,1,4,0,low,0.74,5,0
267,support,1000894,0.85,1,5,0,medium,0.85,5,0
266,support,1000895,0.92,1,5,0,medium,0.73,5,0
294,technical,1000896,0.79,1,6,0,medium,0.1,4,0
134,technical,1000897,0.56,1,2,0,medium,0.44,3,0
309,technical,1000898,0.56,1,3,0,low,0.3,4,1
273,management,1000899,0.77,1,7,0,low,0.11,4,0
238,IT,1000900,0.83,1,5,0,low,0.84,5,0
271,IT,1000901,0.94,1,5,0,low,0.78,6,0
145,IT,1000902,0.53,1,2,0,low,0.43,3,0
152,IT,1000903,0.55,1,2,0,low,0.36,3,0
128,IT,1000904,0.47,1,2,0,low,0.43,3,0
142,product_mng,1000905,0.46,1,2,0,low,0.45,3,0
238,product_mng,1000906,0.93,1,5,0,low,0.76,5,0
286,product_mng,1000907,0.78,1,7,0,low,0.1,4,0
291,product_mng,1000908,0.86,1,6,0,low,0.09,4,0
259,IT,1000909,1,1,5,0,low,0.92,5,0
248,sales,1000910,0.9,1,5,0,low,0.92,5,0
271,sales,1000911,0.98,1,4,0,low,0.79,5,0
140,sales,1000912,0.51,1,2,0,low,0.43,3,0
274,sales,1000913,0.95,1,4,0,low,0.8,5,0
127,sales,1000914,0.49,1,2,0,low,0.44,3,1
275,marketing,1000915,0.87,1,5,0,low,0.89,6,0
239,sales,1000916,0.88,1,3,0,low,0.48,3,0
304,accounting,1000917,0.82,1,6,0,low,0.11,4,1
145,support,1000918,0.55,1,2,0,low,0.38,3,0
259,technical,1000919,0.85,1,6,0,medium,0.11,4,0
264,management,1000920,0.86,1,4,0,medium,0.82,5,0
160,marketing,1000921,0.45,1,2,0,medium,0.37,3,0
138,marketing,1000922,0.48,1,2,0,medium,0.4,3,0
137,marketing,1000923,0.47,1,2,0,medium,0.43,3,0
156,sales,1000924,0.5,1,2,0,medium,0.44,3,0
147,sales,1000925,0.56,1,2,0,medium,0.42,3,0
243,sales,1000926,0.8,1,7,0,medium,0.11,4,0
236,sales,1000927,0.87,1,4,0,medium,0.78,5,0
212,sales,1000928,0.86,1,2,0,medium,0.46,4,0
261,sales,1000929,0.91,1,5,0,medium,0.77,6,0
243,sales,1000930,0.82,1,4,0,medium,0.83,5,0
271,sales,1000931,0.58,1,5,0,high,0.32,5,0
154,sales,1000932,0.92,1,5,0,low,0.9,4,0
151,sales,1000933,0.52,1,2,0,medium,0.42,3,0
254,sales,1000934,0.96,1,6,0,medium,0.1,4,1
285,sales,1000935,0.91,1,6,0,medium,0.1,4,0
130,sales,1000936,0.49,1,2,0,medium,0.44,3,0
301,sales,1000937,0.95,1,7,0,low,0.1,4,0
286,sales,1000938,0.8,1,6,0,low,0.11,4,0
246,sales,1000939,0.89,1,6,0,low,0.1,4,0
135,sales,1000940,0.47,1,2,0,low,0.39,3,0
245,sales,1000941,0.92,1,4,0,low,0.92,5,0
136,sales,1000942,0.56,1,2,0,low,0.43,3,0
301,accounting,1000943,0.89,1,6,0,low,0.11,4,0
235,accounting,1000944,1,1,5,0,low,0.81,5,0
272,accounting,1000945,0.85,1,7,0,low,0.11,4,0
274,hr,1000946,1,1,5,0,low,0.87,5,0
